,Unnamed: 0,행정동,경도,위도,subway_최소거리(m),500m지하철역개수,bus_최소거리(m),500m버스정류장개수,badplace_최소거리(m),500m술집개수,parking_최소거리(m),500내주차장개수,300m보호구역여부,200m위험구역여부,cluster
1626,1626,광장동,127.104536452149,37.5538638842054,584.889410591596,0,427.354304100142,0,438.453224776052,0,366.062245916955,0,0,0,1
1627,1627,광장동,127.104531689182,37.5547652210399,644.394083014803,0,466.95096519129294,0,498.981846188004,0,424.741388839092,0,0,0,1
1628,1628,광장동,127.104526926003,37.555666557736,704.073891483697,0,510.669776088964,0,559.511325453932,0,483.877526630208,0,0,0,1
1629,1629,광장동,127.104522162612,37.5565678942936,763.887785105994,0,557.541876876369,0,620.04140672613,0,543.321453949588,0,0,0,1
1630,1630,광장동,127.104517399009,37.5574692307127,823.806554478214,0,606.837021738135,0,680.571925175472,0,602.982144267641,0,0,0,1
1631,1631,광장동,127.104512635193,37.5583705669934,883.808866128585,0,658.010861566365,0,741.102769821426,0,662.801061412811,0,0,0,1
1632,1632,광장동,127.104507871166,37.5592719031356,943.878784832915,0,710.65765858878,0,796.03170608111,0,722.738914627209,0,0,0,1
1633,1633,광장동,127.105749294007,37.538544921223696,514.61840098076,0,461.593337362887,0,512.794324381188,0,677.529629415349,0,0,0,1
1634,1634,광장동,127.10574454827,37.5394462605343,461.84044185007,0,415.907272636648,2,453.752163196532,0,617.057072096516,0,0,0,1
1635,1635,광장동,127.105739802322,37.5403475997065,411.205020727979,0,374.456554280212,3,395.161638901383,0,556.597949096201,0,0,0,1
1636,1636,광장동,127.105735056162,37.5412489387402,363.608331792892,1,338.799288993264,3,337.25820845283,2,496.15716579218093,0,1,0,0
1637,1637,광장동,127.105730309791,37.5421502776355,320.40745567128,1,310.935033821576,4,280.467742931598,3,435.742347268411,0,1,0,0
1638,1638,광장동,127.105725563209,37.5430516163923,283.618263627109,1,293.094893231165,4,225.632183250512,8,375.36602315227697,0,1,0,0
1639,1639,광장동,127.105720816415,37.5439529550107,256.019840407451,1,251.235554155096,7,174.603193958676,9,315.050316395257,0,1,1,3
1640,1640,광장동,127.10571606941,37.5448542934907,240.793375312971,1,192.849998834073,7,131.876187313749,11,254.838260596696,0,1,1,3
1641,1641,광장동,127.105711322193,37.5457556318322,240.302281493605,1,136.35128883405,8,107.819463588182,11,194.825966536258,0,1,0,0
1642,1642,광장동,127.105706574765,37.5466569700353,254.631819817986,1,85.5625719134311,8,114.836376971622,11,135.279527908339,1,1,0,2
1643,1643,광장동,127.105701827125,37.5475583080999,281.527930044875,1,58.1287843937283,9,121.405525207782,10,77.2833336186643,1,1,0,2
1644,1644,광장동,127.105697079274,37.5484596460261,317.816009634037,1,82.2537163028045,9,141.703109501518,10,31.2032126532745,1,1,0,2
1645,1645,광장동,127.105692331211,37.5493609838138,360.672260792463,1,132.216121607693,9,180.966442145025,9,57.4745633657341,1,1,0,2
1646,1646,광장동,127.105687582937,37.5502623214631,408.032303698411,0,180.996164575479,8,229.666152624653,8,113.849737845918,1,1,0,2
1647,1647,광장동,127.105682834451,37.5511636589739,458.502621292708,0,225.973905274096,6,282.97143135841,5,173.057640364238,1,1,0,2
1648,1648,광장동,127.105678085753,37.5520649963463,511.162745718647,0,253.743557631176,5,338.714799476519,0,232.948217349056,0,0,0,0
1649,1649,광장동,127.105673336844,37.5529663335802,565.401142357533,0,291.610176852615,2,395.86764101805,0,293.10327928626,0,0,0,1
1650,1650,광장동,127.105668587724,37.5538676706757,620.804273124908,0,336.178980254495,1,453.897837313525,0,353.387778883921,0,0,0,1
1651,1651,광장동,127.105663838392,37.55476900763271,677.086278217215,0,385.130136308326,0,512.50744600467,0,413.74513418665,0,0,0,1
1652,1652,광장동,127.105659088848,37.5556703444513,734.045021727647,0,436.993403740735,0,571.518232401336,0,474.147517139473,0,0,0,1
1653,1653,광장동,127.105654339093,37.5565716811314,791.534419427452,0,490.846554550797,0,630.817615700085,0,534.579659538816,0,0,0,1
1654,1654,광장동,127.105649589126,37.557473017673104,849.44673292942,0,546.101210203459,0,642.929973425146,0,595.032489449989,0,0,0,1
1655,1655,광장동,127.105644838948,37.5583743540762,907.701015226145,0,602.371815588144,0,657.43797724921,0,655.500278885959,0,0,0,1
1656,1656,광장동,127.105640088558,37.559275690341,966.235413499918,0,659.398325511094,0,677.067338275249,0,715.979233661932,0,0,0,1
1657,1657,광장동,127.106871733662,37.5403513734899,495.654492154373,0,436.047144745996,0,446.64894119396,0,577.913894656289,0,0,0,1
1658,1658,광장동,127.106867001128,37.541252712645694,456.828753915005,0,377.11020065118,2,396.210540065189,0,519.857167616736,0,0,0,1
1659,1659,광장동,127.106862268384,37.5421540516631,423.131537821065,1,318.773377892341,3,337.609960446167,2,462.436447345982,0,1,0,0
1660,1660,광장동,127.106857535428,37.5430553905421,395.874643759071,1,261.438703696849,4,279.033753281231,6,405.921720612584,0,1,0,0
1661,1661,광장동,127.106852802261,37.5439567292826,376.459573558364,1,205.944860934897,5,221.514160250293,11,350.751187192313,0,1,0,0
1662,1662,광장동,127.106848068884,37.5448580678847,366.13593575211695,1,154.291058115487,7,166.152167764851,11,297.67317360503,0,1,0,0
1663,1663,광장동,127.106843335296,37.5457594063483,365.674536502774,1,111.926425357754,8,116.077081075493,10,248.034688027193,0,0,0,0
1664,1664,광장동,127.106838601497,37.5466607446735,375.111762556016,1,92.6210682304357,9,81.673466825112,10,204.357662333231,1,1,0,2
1665,1665,광장동,127.106833867486,37.5475620828602,393.736486785306,1,41.9696666819339,9,84.832402100905,10,171.265453747058,1,1,0,2
1666,1666,광장동,127.106829133266,37.5484634209086,420.329181478672,1,44.385947079997294,9,122.685886859828,9,155.661829753825,1,1,0,2
1667,1667,광장동,127.106824398834,37.5493647588184,453.49027335773906,0,95.2462736407296,8,173.886229025989,9,162.66006650114,1,1,0,2
1668,1668,광장동,127.106819664191,37.5502660965898,491.89311542568896,0,87.3633922288498,7,229.674361154901,6,189.775988782335,1,1,0,2
1669,1669,광장동,127.106814929337,37.5511674342228,534.408871571252,0,116.284920146949,6,287.390841386334,6,230.001055625318,0,0,0,0
1670,1670,광장동,127.106810194273,37.5520687717173,580.133982249107,0,163.527697934819,5,346.072197033863,1,277.695823774678,0,0,0,0
1671,1671,광장동,127.106805458997,37.5529701090734,628.368217954225,0,217.462025679968,3,401.235963201809,0,329.633698326162,0,0,0,1
1672,1672,광장동,127.106800723511,37.553871446291,678.576728330016,0,274.166830253854,2,456.31792098346,2,384.097244813936,0,0,0,1
1673,1673,광장동,127.106795987813,37.5547727833702,730.352454874534,0,332.226514419253,0,507.724555767058,2,440.14988360829,0,0,0,1
1674,1674,광장동,127.106791251905,37.5556741203109,783.384712616141,0,391.03803538823,0,504.53593097909,2,497.254511358748,0,0,0,1
1675,1675,광장동,127.106786515785,37.5565754571132,837.434815003598,0,450.30690625144,0,508.585028812483,2,555.086547166426,0,0,0,1
1676,1676,광장동,127.106781779455,37.557476793777,892.317817200929,0,509.873656184455,0,519.702700083957,2,613.440291854755,0,0,0,1
1677,1677,광장동,127.106777042913,37.5583781303024,947.889051945545,0,569.644841785323,0,537.450457965147,0,672.179882053942,0,0,0,1
1678,1678,광장동,127.106772306161,37.5592794666892,1004.03424611714,0,629.562233314881,0,561.199626436265,0,731.212332797717,0,0,0,1
1679,1679,광장동,127.107994227187,37.5421578148403,535.888950000691,0,307.697934308084,1,333.01359059564,0,519.212056215256,0,0,0,1
1680,1680,광장동,127.107989507858,37.543059153841,514.540701438962,1,247.606134573235,3,273.266213278459,4,469.47154335424096,0,0,0,0
1681,1681,광장동,127.107984788318,37.5439604927033,499.656007795942,1,187.800750379308,5,213.963354357491,8,422.557761264474,0,0,0,0
1682,1682,광장동,127.107980068569,37.5448618314272,491.822060411314,1,128.681719662134,6,153.546066596205,10,379.5204189253,0,0,0,0
1683,1683,광장동,127.107975348609,37.5457631700126,491.376196700596,1,71.9609725997469,8,93.0294186346659,10,341.826834306486,0,0,0,0
1684,1684,광장동,127.107970628439,37.5466645084595,498.338241714532,1,33.5753771820689,9,32.5904410116687,10,311.423449211505,0,0,0,0
1685,1685,광장동,127.107965908059,37.5475658467681,512.406325899509,1,66.3758420183409,9,28.2733303832185,9,290.607437763268,1,1,0,2
1686,1686,광장동,127.107961187468,37.5484671849382,533.018085982938,0,111.218758898905,7,76.2769412716698,8,281.513647000214,1,1,0,2
1687,1687,광장동,127.107956466667,37.5493685229698,559.450720754762,0,59.1478593698239,7,127.689406406915,7,285.26533388569,1,1,0,2
1688,1688,광장동,127.107951745656,37.550269860863,590.923619448251,0,44.2360359434958,7,184.717722558053,6,301.383159766293,1,0,0,2
1689,1689,광장동,127.107947024435,37.5511711986178,626.677843464461,0,88.0038604635161,7,243.446757272981,5,328.049420924169,0,0,0,0
1690,1690,광장동,127.107942303003,37.5520725362341,666.024241042274,0,144.436911179511,5,300.360643796513,3,362.946477806093,0,0,0,0
1691,1691,광장동,127.107937581361,37.552973873712,708.364474565779,0,203.245779147699,3,357.291736552693,2,403.946745059191,0,0,0,1
1692,1692,광장동,127.107932859508,37.5538752110514,753.193820540154,0,262.840541105649,3,396.556860082036,2,449.382796894027,0,0,0,1
1693,1693,광장동,127.107928137446,37.5547765482524,800.093989088497,0,322.786191672102,0,382.87853255950705,2,498.04208251309,0,0,0,1
1694,1694,광장동,127.107923415172,37.5556778853149,848.72174671512,0,382.917964448684,0,378.503279791162,2,549.068320493477,0,0,0,1
1695,1695,광장동,127.107918692689,37.5565792222389,898.796729811794,0,443.160095495086,0,383.749428569304,2,601.859789564313,0,0,0,1
1696,1696,광장동,127.107913969995,37.5574805590246,950.090132667426,0,503.472966563979,0,398.23691233278095,2,655.99044766477,0,0,0,1
1697,1697,광장동,127.10790924709,37.558381895671694,1002.41493088546,0,563.83387204095,0,421.012791209096,2,711.154553011092,0,0,0,1
1698,1698,광장동,127.107904523976,37.5592832321804,1055.6177604736,0,624.228873202416,0,450.822597352081,0,767.129189325857,0,0,0,1
1699,1699,광장동,127.109121480498,37.5430629062892,636.038941919019,0,293.301067155012,1,295.644535644847,3,554.790886942138,0,0,0,1
1700,1700,광장동,127.109116774586,37.5439642452729,623.978462820497,0,244.711568913879,2,235.757636170158,6,515.59937679742,0,0,0,0
1701,1701,광장동,127.109112068464,37.5448655841182,617.642059074154,1,202.661568596329,4,176.316958043203,7,480.855327492744,0,0,0,0
1702,1702,광장동,127.109107362133,37.545766922825,617.206045962983,1,172.015663767795,6,117.99875341729,7,451.586435158818,0,0,0,0
1703,1703,광장동,127.109102655592,37.5466682613934,622.682813691815,0,118.149276649771,7,63.9512757209541,7,428.915025359665,0,0,0,0
1704,1704,광장동,127.109097948842,37.5475695998234,633.919125234465,0,62.1527619729522,7,28.6212140995095,7,413.926577997505,0,0,0,0
1705,1705,광장동,127.109093241881,37.548470938114896,650.616638341365,0,33.1162257591008,7,38.8527421938217,7,407.469804653058,0,0,0,0
1706,1706,광장동,127.109088534712,37.549372276268,672.368603538708,0,75.2356407849722,7,97.620804527865,6,409.948024124134,0,0,0,0
1707,1707,광장동,127.109083827332,37.5502736142826,698.703111810448,0,67.7591316274265,7,157.734035346267,5,421.20354772423,0,0,0,0
1708,1708,광장동,127.109079119743,37.5511749521588,729.12379105715,0,102.184031212087,5,218.082881432153,5,440.564154705526,0,0,0,0
1709,1709,광장동,127.109074411944,37.5520762898966,763.142140118594,0,153.694142115079,4,278.514214333628,4,467.022926821275,0,0,0,0
1710,1710,광장동,127.109069703935,37.5529776274959,800.299508171214,0,210.076732371519,3,309.894519809238,2,499.453043057524,0,0,0,1
1711,1711,광장동,127.109064995716,37.5538789649567,840.179520847536,0,268.277101208284,3,279.177168477806,2,536.773278809984,0,0,0,1
1712,1712,광장동,127.109060287288,37.5547803022792,882.413108332153,0,327.327041772084,0,259.182356744202,2,578.037230949406,0,0,0,1
1713,1713,광장동,127.10905557865,37.5556816394631,926.678529255825,0,386.837686266607,0,252.470623369821,2,622.46108237655,0,0,0,1
1714,1714,광장동,127.109050869802,37.5565829765087,972.698427086361,0,446.62490645442494,0,260.072394834094,2,669.416031546262,0,0,0,1
1715,1715,광장동,127.109046160745,37.5574843134157,1020.23540835642,0,506.59078280912,0,280.827692773441,2,718.405948828881,0,0,0,1
1716,1716,광장동,127.109041451478,37.558385650184306,1069.08711811724,0,566.67859700915,0,312.123432938926,2,769.042031004561,0,0,0,1
1717,1717,광장동,127.109036742,37.5592869868145,1119.0813899493,0,626.853279976779,0,351.15264195347,2,821.01975128903,0,0,0,1
1718,1718,광장동,127.110244068569,37.5448693259577,743.527983368408,0,253.541432349745,3,193.690336739271,5,591.749632564436,0,0,0,0
1719,1719,광장동,127.110239375867,37.5457706647856,743.098979012411,0,198.557230575329,6,142.303155984634,6,568.133254016321,0,0,0,0
1720,1720,광장동,127.110234682955,37.5466720034751,747.587788050091,0,147.97597690773,7,101.561005892821,6,550.19330556322,0,0,0,0
1721,1721,광장동,127.110229989834,37.5475733420261,756.906917036279,0,108.161915743645,7,87.802562635868,6,538.49740895743,0,0,0,0
1722,1722,광장동,127.110225296504,37.5484746804387,770.881201989817,0,93.9749911230442,7,111.508469551207,5,533.456414848648,0,0,0,0
1723,1723,광장동,127.110220602965,37.5493760187129,789.263412750849,0,64.4891342308875,7,156.490186781529,5,535.258375978028,0,0,0,0
1724,1724,광장동,127.110215909217,37.5502773568486,811.754147983057,0,27.4880088649488,6,209.462177145546,5,543.8352703858,0,0,0,0
1725,1725,광장동,127.11021121526,37.5511786948459,838.022677538986,0,68.430242284594,5,258.416850378934,4,558.875261249349,0,0,0,0
1726,1726,광장동,127.110206521094,37.5520800327047,867.725972254476,0,126.254366386101,4,271.911621213555,3,579.875669716694,0,0,0,0
1727,1727,광장동,127.110201826719,37.5529813704251,900.524211579728,0,185.817076350339,3,220.42415362245,2,606.217370011663,0,0,0,1
1728,1728,광장동,127.110197132134,37.5538827080071,936.092132503417,0,245.85799736342,3,174.326001735701,2,637.238318116665,0,0,0,1
1729,1729,광장동,127.110192437341,37.5547840454506,974.126394222352,0,306.095845054082,0,139.724053841546,2,672.291090050154,0,0,0,1
1730,1730,광장동,127.110187742338,37.5556853827557,1014.34959659334,0,366.433506452352,0,126.438011836708,2,710.779432081156,0,0,0,1
1731,1731,광장동,127.110183047126,37.5565867199223,1056.5117563986,0,426.828647182319,0,140.644331707296,2,752.176137824373,0,0,0,1
1732,1732,광장동,127.110178351705,37.5574880569505,1100.39001637395,0,487.259888444074,0,175.799821238769,2,796.027592364105,0,0,0,1
1733,1733,광장동,127.110173656075,37.5583893938402,1145.78723530893,0,547.715275903291,0,222.172933703994,2,841.950326240329,0,0,0,1
1734,1734,광장동,127.111366710527,37.5466757347046,872.812616033312,0,248.184487117612,6,219.773592353516,5,673.214902333042,0,0,0,0
1735,1735,광장동,127.111362031036,37.5475770733763,880.752025497042,0,205.504615744069,6,213.528303262653,5,663.615432169636,0,0,0,0
1736,1736,광장동,127.111357351336,37.5484784119097,892.734982446064,0,155.134246857916,6,224.095117629108,5,659.456036771105,0,0,0,0
1737,1737,광장동,127.111352671428,37.549379750304496,908.601514655499,0,115.029052630085,6,249.345708950709,5,660.839441098715,0,0,0,0
1738,1738,광장동,127.111347991312,37.550281088561,928.152474208289,0,98.6270075296351,5,285.409027700405,5,667.731191092911,0,0,0,0
1739,1739,광장동,127.111343310987,37.551182426679,951.160686764256,0,116.419241820619,4,296.856483733862,5,679.96381425881,0,0,0,0
1740,1740,광장동,127.111338630454,37.5520837646586,977.382021904871,0,157.194583315986,4,236.359607810029,2,697.256263257473,0,0,0,1
1741,1741,광장동,127.111333949712,37.5529851024997,1006.56539966627,0,207.83977581219,3,175.893934982184,2,719.243673411171,0,0,0,1
1742,1742,광장동,127.111329268761,37.5538864402024,1038.46112470746,0,262.707328297992,2,115.508453081493,2,745.510749938041,0,0,0,1
1743,1743,광장동,127.111324587602,37.5547877777667,1072.82730309046,0,319.630153680507,0,55.465643730792,2,775.622808189478,0,0,0,1
1744,1744,광장동,127.111319906235,37.55568911519249,1109.43437944475,0,377.680090988065,0,0.46357115765023,2,809.150692382435,0,0,0,1
1745,1745,광장동,127.111315224659,37.5565904524799,1148.06801277585,0,436.407587722633,0,60.7714813695785,2,845.688228479701,0,0,0,1
1746,1746,광장동,127.111310542874,37.5574917896288,1188.5305951324,0,495.571815118792,0,121.312848698016,2,884.862670315478,0,0,0,1
1747,1747,광장동,127.111305860881,37.5583931266393,1230.64173399073,0,555.033124600605,0,181.854645671662,2,926.339534886323,0,0,0,1
1748,1748,광장동,127.112480073615,37.5502848094198,1046.78207408335,0,224.639487120414,4,376.312922596708,3,792.298473892948,0,0,0,1
1749,1749,광장동,127.112475406922,37.5511861476582,1067.19044736269,0,232.78482883066,4,319.250753695635,3,802.573662656101,0,0,0,1
1750,1750,광장동,127.112470740022,37.5520874857581,1090.58136048017,0,255.431756448161,4,263.745296993744,2,817.215971173869,0,0,0,1
1751,1751,광장동,127.112466072913,37.5529888237197,1116.76741696342,0,289.193206185008,2,211.028490712733,2,835.99595974386,0,0,0,1
1752,1752,광장동,127.112461405597,37.5538901615428,1145.5569495075,0,330.682258014191,2,163.815031916595,2,858.64217332828,0,0,0,1
1753,1753,광장동,127.112456738072,37.5547914992274,1176.75888824978,0,377.358599099404,0,128.33003694207,2,884.857812983614,0,0,0,1
1754,1754,광장동,127.11245207034,37.5556928367736,1210.18664983827,0,427.526577508797,0,115.899608794205,2,914.335901720496,0,0,0,1
1755,1755,광장동,127.1124474024,37.5565941741814,1245.66105261475,0,480.092841622144,0,133.145491170701,2,946.771752890049,0,0,0,1
1756,1756,광장동,127.112442734252,37.5574955114508,1283.01234095674,0,534.350065909261,0,171.328924024561,2,981.872281000631,0,0,0,1
1757,1757,광장동,127.112438065896,37.5583968485817,1322.0814456516,0,589.83178779143,0,219.796152861637,2,1019.36225548225,0,0,0,1
1758,1758,광장동,127.113598196323,37.552992534085,1230.01241915225,0,394.758174770458,2,299.823029932772,2,955.10882360254,0,0,0,1
1759,1759,광장동,127.11359354264,37.5538938720281,1256.17122554527,0,425.973024421399,1,268.506392643331,2,974.942562928942,0,0,0,1
1760,1760,광장동,127.11358888875,37.5547952098328,1284.65225824793,0,463.036623029128,0,248.251070149078,2,998.059693557167,0,0,0,1
1761,1761,광장동,127.113584234653,37.5556965474991,1315.304670332,0,504.661967135935,0,241.852385620536,2,1024.23791763995,0,0,0,1
1762,1762,광장동,127.113579580349,37.5565978850269,1347.98033953179,0,549.8139433435,0,250.374968850813,2,1053.24900922836,0,0,0,1
1763,1763,광장동,127.113574925837,37.5574992224163,1382.53581466083,0,597.693836551013,0,272.421977722294,2,1084.86572290544,0,0,0,1
1764,1764,광장동,127.113570271118,37.5584005596672,1418.83375323335,0,647.696954818134,0,305.075232563743,2,1118.86719058246,0,0,0,1
