,사업장명,경도,위도
273,힙지로39포차,127.07000281407142,37.54091955839737
274,다락방의추억,127.08083529267259,37.56542853539363
275,오븐에빠진닭,127.09344516427515,37.535376167399505
276,키키,127.07012863492632,37.541179964944966
277,지그재그,127.0725585756397,37.54698434114563
278,새마을39운동포차,127.07040138127313,37.54177601620264
279,골목료리집,127.08637671746368,37.537547468211834
280,생활맥주 건대점,127.06792681772568,37.54161926109104
281,가마로강정 자양점,127.08518019141431,37.5321805749997
282,건대꼴목포차,127.06701773088892,37.54228929628861
283,오일내건대점,127.06970572816142,37.54236422585329
284,역전할머니맥주 아차산점,127.08950734315319,37.553525902435474
285,지코바치킨,127.06890189515902,37.54451080246261
286,아벡데 프리츠,127.08802737480343,37.53861140665159
287,몽블랙,127.0696335907904,37.542256975415164
288,마실,127.08982773327583,37.55385664320024
289,코후쿠(행복),127.06868524212443,37.54191384342564
290,왕노가리,127.08670209479426,37.559534313303466
291,코스모스,127.08809195389146,37.55491283820623
292,수 바,127.07981826982306,37.55608845469374
293,도르리,127.08082898169897,37.55724131186434
294,초라멘,127.0689039962162,37.54516874489075
295,미니호프,127.06820323899103,37.538242057260234
296,최군맥주건대2호점,127.068280914192,37.541645512685726
297,이빠이하루,127.0864945434046,37.56886610368574
298,토종명품순대국,127.06863867433705,37.54309481358513
299,동네포차,127.09400105490533,37.55469625961822
300,또래오래치킨(중곡점),127.08377580506323,37.56011335129876
301,미가담,127.08384156442035,37.542378527140876
302,비어잔,127.0775805823375,37.558940589372085
303,638(DENO)탄탄면,127.06858383678384,37.54521393817733
304,닭이닭,127.08474254678089,37.539923969237975
305,빵구비어,127.08915334411229,37.558641541707836
306,미스터(mr.)짱닭치킨,127.0759270246531,37.53259329869236
307,해피,127.07942579376628,37.562257282658564
308,야키토리 나루토 건대점,127.07066227531497,37.542715132016916
309,야키도리모모,127.0759883257367,37.556593571144255
310,부뚜막,127.07892776017566,37.55811675036739
311,소박한상,127.0709182956929,37.541768638179185
312,고오기,127.0893065079017,37.553459377241026
313,역전할머니맥주,127.07613405718031,37.532898013062464
314,매일더맥주강변점,127.09393271561459,37.53813928463947
315,쭈꾸미신,127.073073770916,37.54714911961425
316,보리&치킨,127.07763860242193,37.55633888915519
317,5678호프치킨,127.08250620576354,37.5684123504653
318,역전할머니맥주 용마사거리점,127.08226800125878,37.56272523065313
319,초입,127.0668480079162,37.54369316303083
320,신통치킨,127.07531400009432,37.54498711526172
321,소셜노어펍(Social Noir Pub),127.06873288570813,37.542474306661006
322,바른치킨건대점,127.06809432886973,37.541317233577274
323,핫머니치킨,127.07894052168194,37.530984626395046
324,청송호프,127.0664147664933,37.53774500462837
325,위드치킨호프,127.0793781542507,37.557941665021104
326,먹태&노가리,127.0918340000609,37.5557587272467
327,맛닭꼬군자점,127.0805765681388,37.556022367359056
328,부대장 인(印),127.08262300320474,37.56458525430972
329,보드람치킨 구의역점,127.08621135823486,37.537933594965594
330,한명숙피자치킨,127.07231294237796,37.54515406144974
331,언니네,127.0936573007666,37.55485168023492
332,다모아호프,127.06313576811914,37.53645392425011
333,드렁캔자양점,127.0788145435738,37.53072115452974
334,바른치킨건대역2호점,127.06809432886973,37.541317233577274
335,쥬쥬치킨,127.06908840998061,37.54313305601501
336,치킨처럼,127.07019441376852,37.54782943599957
337,충만치킨군자점,127.08080173506008,37.55570221737543
338,현이자카야,127.08983897494011,37.55328462280376
339,쿠켄치킨(자양점),127.08246004433992,37.529921925750905
340,바우닭강정,127.07933937272179,37.53502906342416
341,강희자얼큰손만두국,127.08248404965742,37.56463243706288
342,교촌치킨 광장점,127.09575836546948,37.54181548678109
343,60계구의광장점,127.09587402591677,37.538627492316074
344,신성치킨,127.08838981527713,37.55852773984689
345,펀비어킹광진구의광장점,127.09452415262473,37.54063326298575
346,비에이치씨중곡대박,127.08364863718678,37.56598046333306
347,체리,127.06130042906142,37.53672738625136
348,굿데이호프,127.0628676601335,37.53642100147331
349,생활맥주군자역점,127.08029761874683,37.556305284247934
350,노가리클럽,127.09359159807319,37.5537933500906
351,언리미티드,127.06961896942363,37.542115126299
352,초당호프,127.08311714573217,37.563343022408084
353,브라더탕수,127.08357454965966,37.571221734627755
354,그런데!?,127.08187350642905,37.56207211725978
355,사계,127.08079564405415,37.55599637072293
356,멕시카나구의점,127.0896740436927,37.548765338739535
357,(1970)추억의수제돈까스,127.07335328177057,37.55402829981468
358,다트프린스건대점,127.069922008589,37.53991211532312
359,오사카고양이 군자역점2,127.07931990780587,37.556224674932594
360,모던잡방,127.0883586746311,37.53888055335823
361,동인곱창,127.08550799121288,37.567727940477006
362,코스모스,127.08158101046565,37.566225082346335
363,키히키히,127.08601698087287,37.5377119821762
364,또래오래(자양점),127.0811001659989,37.53383353724731
365,불스바베큐,127.08336086187036,37.56253816897064
366,교촌치킨(중곡2호),127.08668618137119,37.56335532981717
367,다와,127.07966059093908,37.56269335860184
368,고서방,127.06864165860743,37.54179403905764
369,대정푸드,127.06745428809481,37.54687040361853
370,도심속에산골닭강정,127.08086538474902,37.56399144842591
371,바나프레소 건대역점,127.06824333354508,37.54104360929369
372,8번출구맥주집,127.07794839088487,37.55668510548558
373,깜치프레소,127.0781093139837,37.53231663159278
374,이화,127.08194652876482,37.57140156128569
375,너울가지,127.0839380108016,37.56167559070546
376,앵두,127.0822259181122,37.57137255669179
377,더블유(FO),127.0825911327557,37.535582669586205
378,순희네치킨,127.08223462315495,37.56796286430479
379,자담치킨구의점,127.08929388976009,37.54414508802812
380,천수호프,127.0660688297193,37.53924227358715
381,콩콩초두부,127.06641591758611,37.537550105650645
382,백억커피,127.09072524193726,37.54442455837691
383,우리끼리,127.07019441376852,37.54782943599957
384,비비큐(BBQ)자양강변점,127.081615415952,37.531322753079635
385,케리홈치킨,127.07027697122487,37.53201970716974
386,한국통닭,127.07964026622844,37.5634315058527
387,맘스터치 롯데건대스타시티점,127.07113672241749,37.53878864041638
388,수내닭꼬치구의점,127.08384156442035,37.542378527140876
389,한국통닭,127.09002424773419,37.55262272995788
390,깐부치킨뚝섬유원지점,127.06806022704033,37.53298921874702
391,더그릴92,127.09009140958095,37.54584730088145
392,호식이두마리치킨중곡점,127.07821459459393,37.56614693642031
393,옛날산골통닭,127.08046918277218,37.53362027664092
394,추억이닭,127.08565542252366,37.54137798248303
395,동근이 숯불두마리치킨,127.08598545065985,37.55935130589893
396,수내닭꼬치,127.07364816241879,37.546859809334094
397,그릴드 패티,127.07587911781667,37.55643550245795
398,푸라닭자양점,127.08152840549553,37.53770492206039
399,상구네솥뚜껑삼겹살&상구네시래기코다리,127.08412470213766,37.532053898149755
400,수준이다른치킨,127.0718408893365,37.547067557658785
401,벤앤제리스아이스크림 건대dv점,127.08877775149712,37.54549983916145
402,벤앤제리스아이스크림 어린이대공원dv점,127.08877775149712,37.54549983916145
403,주식회사삼선자산(역전할머니맥주 서울군자역점),127.07953431853977,37.55603478249102
404,카페게이트건대점,127.0685500626995,37.54215313583734
405,처갓집양념치킨구의광장점,127.09009140958095,37.54584730088145
406,아따통닭,127.09442702784729,37.554340231743076
407,오늘술집 주다방,127.06764904159625,37.54147033217656
408,비비큐구의역점,127.09020771135864,37.543411864710976
409,이치로,127.08513627965151,37.54216499036074
410,청년치킨,127.07009562867262,37.54673804020532
411,푸라닭광장점,127.09860427994668,37.54062085646055
412,푸라닭중곡점,127.08340898463491,37.56365626819839
413,포차35구역구의점(소주기행),127.08911176978911,37.538944053745624
414,오르새피자 중곡점,127.07948763439536,37.56778914131542
415,술쟁이두번째이야기,127.07043498263774,37.54134165469973
416,비에이치씨(BHC)군자점,127.08107316908178,37.55614700558688
417,비비큐(중곡점),127.07923684264799,37.56386379358406
418,지코바,127.08006039728262,37.56405983313596
419,푸라닭뚝섬유원지점,127.0701481945881,37.531794959792045
420,맛있는치킨되는중,127.08174090727678,37.564294860167394
421,처갓집양념치킨 중곡역점,127.07718204766215,37.56420493896978
422,비에이치씨 자양3동점,127.07494521464687,37.53152814599033
423,비비큐(BBQ) 아차산역점,127.09122744923752,37.5565577280182
424,맛나통닭,127.06642001043451,37.53511479893535
425,넘버25호텔중곡점,127.0818026520986,37.561942798268184
426,허갈닭강정,127.06523733387463,37.537282527367495
427,고기야채,127.07012863492632,37.541179964944966
428,푸라닭군자점,127.07504881656784,37.55409183472852
429,호치킨  아차산역점,127.09176207754541,37.550993850075926
430,구의닭강정,127.08878101023943,37.54028989161114
431,지코바치킨자양1호점,127.08061954174819,37.533062184363125
432,치킨뱅이,127.08228394995578,37.55674517099824
433,참숯바베큐,127.10300625195009,37.54494801423626
434,비에이치씨치킨 화양점,127.06722799867435,37.54719228365587
435,수셰프치킨 강변점,127.09188669673046,37.53290540197812
436,굽네치킨중곡4동,127.09195833336695,37.556057023040886
437,꼬꼬누리,127.08555238821621,37.54569652441209
438,순살로홈런,127.0710869590308,37.548437897892086
439,가마로강정구의사거리점,127.08886412828062,37.5450731780546
440,광진비어,127.06694303627884,37.53551620508997
441,피치엔버거,127.06582315639332,37.53735941770227
442,꾸브라꼬숯불두마리치킨 자양점,127.06583062125445,37.5361753265856
443,감탄계숯불치킨 자양점,127.08056084206159,37.53699368319834
444,강금옥쭈꾸미 구의점,127.08639418428236,37.53796789125275
445,지그릴(JI-GRILL)바베큐 건대1호점,127.07900717606151,37.53733434697318
446,와!구이닭,127.0804375922477,37.5635538758017
447,제주곤이칼국수 건대점,127.07121855717773,37.54274633874025
448,욜로와,127.09017924740633,37.53865340396912
449,이자카야 토라(건대점),127.06982813703831,37.54114893234293
450,호프광장,127.07200808492784,37.548186983008286
451,자담치킨 중곡점,127.08740695024194,37.56217089299971
452,맥주짠,127.08306764191438,37.570569933262156
453,순결한곱창 구의점,127.0857395169809,37.541576829240626
454,한정식 정육식당,127.08553573657487,37.56903761535603
455,비에이치씨 구의점,127.0900479537727,37.541401169390404
456,꼴목,127.08484142891218,37.53849092419512
457,네네치킨화양건대점,127.07066382615639,37.54587510911152
458,역전우동0410군자세종대점,127.07106020801491,37.5500669950152
459,비에이치씨한강뚝섬3호점,127.0632380643308,37.53110374525514
460,미로,127.0701886111114,37.54131273437433
461,룸스,127.0701886111114,37.54131273437433
462,비비큐(BBQ) 군자능동로점,127.08083650166407,37.559133397243684
463,달호프,127.08018486515161,37.5631981549727
464,기영이 숯불두마리치킨 광진중곡점,127.08705397728686,37.56421227589535
465,또봉이통닭,127.06966165833828,37.54741495268191
466,잘만든치킨굿킨(중곡역점),127.082814477286,37.56431549169177
467,통닭연구소,127.06895341353052,37.54238489062694
468,푸라닭 화양점,127.07020914909667,37.547568183271025
469,그램치킨,127.0879853704803,37.54778431959018
470,벌스(verse),127.06792681772568,37.54161926109104
471,포시즌버거 건대점,127.0718408893365,37.547067557658785
472,두레통닭,127.06916413539635,37.53550518697733
473,비에이치씨(bhc) 건국대점,127.07372514836767,37.542541187393624
474,비비큐(BBQ)군자중앙점,127.07549121780443,37.55797898483703
475,불사주점,127.08867301100905,37.55723311180217
476,다다주점,127.08008925199289,37.55597710591697
477,다락,127.08315108479934,37.562106687955385
478,처갓집양념치킨 건대화양,127.07012284315091,37.543909979868765
479,엑스(X)맥주방,127.06513205362474,37.53951979732233
480,두레통닭(광장점),127.09956206388776,37.54317962718033
481,정창국의 백년오리,127.08119200860924,37.56453822856742
482,김씨네바베큐,127.08152905299079,37.57135197309007
483,역전치킨 아차산역점,127.0904664077842,37.55252598509166
484,처갓집 양념치킨 자양점,127.08237232604156,37.532536762822524
485,튀김장인 구의강변점,127.090810138096,37.53583095173482
486,지코바 구의점,127.08453408641452,37.54382344759831
487,1번지 통닭,127.08325607484825,37.529713839033214
488,오빠통닭 건대직영점,127.08152840549553,37.53770492206039
489,맥주 컴퍼니,127.07444198412378,37.54696323753379
490,킴스가,127.10842745584509,37.547634968827744
491,돈돼후 야시장 광진점,127.08661049903436,37.538561908962784
492,씨엘(CL)27 치킨리스트27 자양점,127.0696801400218,37.53691312859796
493,아차산통닭,127.08987910346092,37.5570778366123
494,썬더치킨,127.10461946960119,37.547336478342515
495,광장포차,127.07200808492784,37.548186983008286
496,노랑통닭 아차산점,127.09104813810129,37.55632532531084
497,오뎅스마일,127.0816313306271,37.562854139866765
498,인생닭강정 자양시장점,127.08002322369182,37.53389645994493
499,온리후라이드,127.0903764251891,37.5445551388578
500,벙커(BunKer),127.07626746113212,37.532522462499664
501,달바다포차,127.0700602661063,37.541043184417454
502,비비큐 구의광나루점,127.09009140958095,37.54584730088145
503,복커피호프,127.08030366897424,37.563568963960385
504,언덕포차,127.09648922858537,37.554516264349814
505,프랑킨 숯불바베큐,127.08650562436095,37.54420398744887
506,김종구식맛치킨 군자동주민센터점,127.07550322489423,37.5557026742472
507,히어로보드게임카페 어린이대공원점,127.07181620127004,37.54743904024138
508,계절맥주,127.09221583629524,37.53415141131045
509,기영이숯불두마리치킨(광진군자점),127.07561655299773,37.55440060878473
510,왕의닭강정 광장점,127.09956206388776,37.54317962718033
511,여기야호프,127.09400105490533,37.55469625961822
512,호식이두마리치킨 구의중앙점,127.08857818323382,37.54828106592351
513,비어(바)살롱,127.07242187531526,37.547520731562436
514,스텐드바,127.08012030541671,37.557313834794286
515,룸살롱,127.06699503261162,37.54703813587852
516,스텐드바,127.07054187890968,37.5472348667086
517,카바레,127.06761709276755,37.546735479569094
518,룸살롱,127.06710796374773,37.54723502712014
519,룸살롱,127.09072524193726,37.54442455837691
520,룸살롱,127.0686539119613,37.548434650351815
521,룸살롱,127.07057957067225,37.54939290760012
522,룸살롱,127.06792680157703,37.548523910857085
523,관광호텔나이트(디스코),127.11132354910347,37.55568577116455
524,극장식당,127.11141241853,37.55560063678489
525,룸살롱,127.08407821573171,37.536139141782876
526,스텐드바,127.08472122029754,37.544407871881354
527,카바레,127.06705019532582,37.54688662265221
528,룸살롱,127.06687023766543,37.54671969443992
529,관광호텔나이트(디스코),127.10944588591279,37.54743180715572
530,스텐드바,127.08847035060904,37.5451378695283
531,룸살롱,127.08366688430672,37.53777912423641
532,룸살롱,127.06833937326563,37.54853466103472
533,룸살롱,127.06837137854151,37.548011729575855
534,카바레,127.07081734394214,37.54776428577344
535,룸살롱,127.06813888605859,37.548551366863826
536,룸살롱,127.09188743789227,37.534166788427406
537,비어(바)살롱,127.09188743789227,37.534166788427406
