시군명,사업장명,소재지우편번호,소재지도로명주소,소재지지번주소,인허가일자,영업상태명,폐업일자,다중이용업소여부,총시설규모(㎡),위생업종명,위생업태명,WGS84위도,WGS84경도,구명,읍면동명,리계,나머지주소,도명
용인시,(주)미래엔에듀케어딸기가좋아키즈카페용인점,449-933,"경기도 용인시 처인구 중부대로 1294, 더와이스퀘어 3층 301호 (역북동)",경기도 용인시 처인구 역북동 510 ,2019-07-23,영업,,Y,235.09,,키즈카페,37.2354625173,127.1883126982,처인구,역북동,,510,경기도
용인시,타이니키즈파크,448830,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 3층 일부호 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점,20190822,영업,,N,99.03,,키즈카페,37.3127533049,127.0817765905,수지구,성복동,,23 롯데몰성복점,경기도
용인시,라라그라운드,446908,"경기도 용인시 기흥구 흥덕2로 85, 203호 (영덕동, 우연프라자)",경기도 용인시 기흥구 영덕동 986-8 우연프라자 203호,20140421,영업,,Y,125.0,,키즈카페,37.2751277516,127.0737845127,기흥구,영덕동,,986-8 우연프라자 203호,경기도
용인시,너티차일드,446915,"경기도 용인시 기흥구 구성로 357, 용인테크노밸리 D110,D111,D112,D113,D114 1층 (청덕동)",경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리,20180723,영업,,N,293.79,,키즈카페,37.2913537558,127.1481097299,기흥구,청덕동,,556번지 용인테크노밸리,경기도
용인시,잼몬스터,448150,"경기도 용인시 수지구 신봉1로 165, 동광프라자 4층 401호 일부호 (신봉동)",경기도 용인시 수지구 신봉동 969번지 동광프라자,20200319,영업,,N,71.0,,키즈카페,37.3277953492,127.0686335545,수지구,신봉동,,969번지 동광프라자,경기도
용인시,허니펀키즈파크,446908,"경기도 용인시 기흥구 흥덕중앙로 120, UTOWER 133호 (영덕동)",경기도 용인시 기흥구 영덕동 1029번지 UTOWER 133호,20191017,영업,,Y,320.6,,키즈카페,37.2748617644,127.0800687639,기흥구,영덕동,,1029번지 UTOWER 133호,경기도
용인시,점핑몬스터 수지상현점,448822,"경기도 용인시 수지구 만현로 82-4, 헤르메스상가 5층 505호 일부호 (상현동)",경기도 용인시 수지구 상현동 66-2 헤르메스상가,20200421,폐업,20211202,N,93.29,,키즈카페,37.3094689666,127.085970158,수지구,상현동,,66-2 헤르메스상가,경기도
용인시,키즈까페 채플힐,448501,"경기도 용인시 수지구 동천로 233 (동천동, 부속건물제3동 1,2층)","경기도 용인시 수지구 동천동 500번지 부속건물제3동 1,2층",20160212,폐업,20160219,N,302.26,,키즈카페,37.3373979512,127.0794386338,수지구,동천동,,"500번지 부속건물제3동 1,2층",경기도
용인시,키즈클럽다즈,446908,"경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동, 이씨티A동 401호,402호,403호,409호,410호)","경기도 용인시 기흥구 영덕동 985-1번지 이씨티A동 401호,402호,403호,409호,410호",20130131,폐업,20180409,Y,504.49,,키즈카페,37.2759130636,127.0715918075,기흥구,영덕동,,"985-1번지 이씨티A동 401호,402호,403호,409호,410호",경기도
용인시,킨더파크,448822,"경기도 용인시 수지구 만현로 92 (상현동, IT프라자 508호)",경기도 용인시 수지구 상현동 257-1번지 IT프라자 508호,20170110,폐업,20180321,N,78.75,,키즈카페,37.3084918084,127.0849260435,수지구,상현동,,257-1번지 IT프라자 508호,경기도
용인시,라라랜드키즈카페,449933,"경기도 용인시 처인구 명지로40번길 15-17, 302호,303호 (역북동)","경기도 용인시 처인구 역북동 755-1 302호,303호",20190408,폐업,20201202,Y,121.9,,키즈카페,37.2310322701,127.1866625118,처인구,역북동,,"755-1 302호,303호",경기도
용인시,코알라짐 카페,448808,"경기도 용인시 수지구 현암로 160 (죽전동, 예타운빌딩 702-1호)",경기도 용인시 수지구 죽전동 1190-3 예타운빌딩 702-1호,20131113,폐업,20221018,N,31.08,,키즈카페,37.331409842,127.1269497026,수지구,죽전동,,1190-3 예타운빌딩 702-1호,경기도
용인시,점프챔프,448808,"경기도 용인시 수지구 현암로 105 (죽전동, 4층)",경기도 용인시 수지구 죽전동 1176-2 4층,20131226,폐업,20220104,Y,383.94,,키즈카페,37.3319853359,127.1208399523,수지구,죽전동,,1176-2 4층,경기도
용인시,퐁당퐁당 키즈카페,448808,"경기도 용인시 수지구 현암로 148, 6층 602호 (죽전동, 죽전스카이프라자)",경기도 용인시 수지구 죽전동 1191-5 죽전스카이프라자,20200910,폐업,20221028,N,74.88,,키즈카페,37.3315143352,127.1257865107,수지구,죽전동,,1191-5 죽전스카이프라자,경기도
의왕시,나랑노랑,437-823,"경기도 의왕시 원골로 6, 의왕그린프라자 501호 (오전동)",경기도 의왕시 오전동 839-4 의왕그린프라자 ,2022-01-07,영업,,N,89.76,,키즈카페,37.3581192596,126.9672268406,,오전동,,839-4 의왕그린프라자,경기도
의정부시,고고다이노 키즈카페 민락점,480090,"경기도 의정부시 오목로225번길 115, 제이맘 지상9층 (민락동)",경기도 의정부시 민락동 808번지 제이맘 지상9층,20200121,영업,,Y,382.05,,키즈카페,37.7459268076,127.0946404442,,민락동,,808번지 제이맘 지상9층,경기도
의정부시,큐리프리미엄키즈카페 의정부점,480040,"경기도 의정부시 월유로 16, GS프라자 지상7층 702,703호 (산곡동)","경기도 의정부시 산곡동 688-5 GS프라자 702,3호",20221021,영업,,Y,57.14,,키즈카페,37.7287908778,127.1101559815,,산곡동,,"688-5 GS프라자 702,3호",경기도
의정부시,스마일랜드,480090,"경기도 의정부시 용민로 477, 지상2층 201호 (민락동)",경기도 의정부시 민락동 902-2,20180212,영업,,N,147.73,,키즈카페,37.7514490263,127.1180627149,,민락동,,902-2,경기도
의정부시,루나루즈,480-802,"경기도 의정부시 가금로 29, 지승메디컬프라자 지상6층 (가능동)",경기도 의정부시 가능동 96-1 지상6층 ,2019-07-29,영업,,N,86.19,,키즈카페,37.7557115551,127.0396649664,,가능동,,96-1 지상6층,경기도
의정부시,하랑,480-867,"경기도 의정부시 회룡로105번길 15, 서왕프라자 지하1층 (호원동)",경기도 의정부시 호원동 332 서왕프라자 ,2019-07-02,영업,,N,44.64,,키즈카페,37.7265125247,127.0452926842,,호원동,,332 서왕프라자,경기도
의정부시,신나고 즐거운,480-837,"경기도 의정부시 만가대길 54, 와플사옥 1동 지상1층 (용현동)",경기도 의정부시 용현동 167-1 ,2023-12-01,영업,,N,24.5,,키즈카페,37.7276405727,127.0847539374,,용현동,,167-1,경기도
의정부시,모래야 놀자,480-867,"경기도 의정부시 외미로 92-6, 지상3층 (호원동, HC회룡빌딩)",경기도 의정부시 호원동 312-9 ,2017-10-17,영업,,N,86.16,,키즈카페,37.7239353211,127.0454446086,,호원동,,312-9,경기도
의정부시,스카이 엔젤,480-090,"경기도 의정부시 용민로 493, 엘스퀘어 지하1층 B101호 (민락동)",경기도 의정부시 민락동 905 B101호,2020-06-02,영업,,N,32.24,,키즈카페,37.749999611,127.1185923281,,민락동,,905 B101호,경기도
의정부시,오키즈랜드 파티앤파크,480090,"경기도 의정부시 천보로 44, 해동본타워 지상10층 (민락동)",경기도 의정부시 민락동 804-6번지,20180116,영업,,N,62.47,,키즈카페,37.7442920781,127.0962951822,,민락동,,804-6번지,경기도
의정부시,플러스 점핑 주니어,480080,"경기도 의정부시 용민로 395, 지상2층 (낙양동)",경기도 의정부시 낙양동 737-1,20191121,폐업,20210610,Y,348.64,,키즈카페,37.7554856699,127.1121501648,,낙양동,,737-1,경기도
의정부시,E.T 보드카페,480834,"경기도 의정부시 발곡로 10 (신곡동, 백상프라자 311호, 312호(일부))",경기도 의정부시 신곡동 719-2번지,20160908,폐업,20180911,N,31.6,,키즈카페,37.7309512516,127.0558536412,,신곡동,,719-2번지,경기도
의정부시,키즈필,480856,"경기도 의정부시 평화로150번길 15, 4층 (호원동, 대림빌딩)",경기도 의정부시 호원동 466-16,20170928,폐업,20221212,N,176.74,,키즈카페,37.7051656617,127.0490874057,,호원동,,466-16,경기도
의정부시,어울놀이 키즈카페,480-090,"경기도 의정부시 오목로225번길 105, 4층 (민락동, 뉴욕뉴욕프라자)",경기도 의정부시 민락동 813 ,2017-08-02,폐업,2024-04-12,N,716.0,,키즈카페,37.7462702796,127.0949223408,,민락동,,813,경기도
의정부시,주식회사 업투하이에이치에스,480-090,"경기도 의정부시 용민로 198, 월드 본 타워 지상3층 303호 (민락동)",경기도 의정부시 민락동 806 ,2019-02-13,폐업,2023-06-23,N,57.8,,키즈카페,37.7461588031,127.0939581319,,민락동,,806,경기도
의정부시,릴리펏 의정부민락점,480-090,"경기도 의정부시 오목로225번길 162, 지상3층 305호 (민락동, 씨티프라자)",경기도 의정부시 민락동 804-8 ,2017-11-23,폐업,2023-06-23,N,233.43,,키즈카페,37.7445609532,127.0958510507,,민락동,,804-8,경기도
이천시,디지털 노리파크 안흥점,467050,"경기도 이천시 구만리로 191, 1층 (안흥동, 롯데캐슬 골드스카이)",경기도 이천시 안흥동 274-17번지 롯데캐슬 골드스카이 1층,20190304,영업,,N,91.0,,키즈카페,37.2746601777,127.4540015018,,안흥동,,274-17번지 롯데캐슬 골드스카이 1층,경기도
이천시,리틀캠프,467904,"경기도 이천시 장호원읍 장터로15번길 21, 4층",경기도 이천시 장호원읍 진암리 34-10 (4층),20130314,영업,,N,67.75,,키즈카페,37.1159172018,127.6261694852,,장호원읍,진암리,34-10 (4층),경기도
이천시,모래키즈마마,467807,경기도 이천시 애련정로136번길 59 (창전동),경기도 이천시 창전동 1-18 2층,20130308,폐업,20220525,Y,132.88,,키즈카페,37.2828446353,127.453342229,,창전동,,1-18 2층,경기도
파주시,아지동 키즈카페,413-841,"경기도 파주시 탄현면 헤이리마을길 93-75, 헤이리더스텝 하늘A동 101호, 102호","경기도 파주시 탄현면 법흥리 1652-23 헤이리더스텝 하늘A동 101호, 102호 ",2018-09-07,영업,,N,118.43,,키즈카페,37.7914360764,126.6962394881,,탄현면,법흥리,"1652-23 헤이리더스텝 하늘A동 101호, 102호",경기도
파주시,라라라본,413110,"경기도 파주시 교하로159번길 45, 힐링플러스빌딩 404호 (목동동)",경기도 파주시 목동동 1054-3 힐링플러스빌딩 404호,20180621,영업,,N,79.34,,키즈카페,37.7239511101,126.7404518008,,목동동,,1054-3 힐링플러스빌딩 404호,경기도
파주시,맘쿠,413902,"경기도 파주시 문산읍 방촌로 1719, 302호 (센터프라자)",경기도 파주시 문산읍 당동리 899 센터프라자 302호,20130930,영업,,N,88.69,,키즈카페,37.8660639994,126.784357631,,문산읍,당동리,899 센터프라자 302호,경기도
파주시,살롱드 베베,413200,"경기도 파주시 경의로 1090, 삼융타워 409호 일부 (야당동)",경기도 파주시 야당동 1072-1 삼융타워,20211201,영업,,N,64.48,,키즈카페,37.7145309187,126.7600627227,,야당동,,1072-1 삼융타워,경기도
파주시,에듀퐁키키 키즈카페,413100,"경기도 파주시 와석순환로 133, 형성프라자 7층 701호 일부 (동패동)",경기도 파주시 동패동 1759 형성프라자 7층 701호 일부,20180409,영업,,N,95.3,,키즈카페,37.7121288369,126.7451220069,,동패동,,1759 형성프라자 7층 701호 일부,경기도
평택시,놀자 키즈카페,451-801,"경기도 평택시 팽성읍 동서촌로 54, 서은빌딩 2층",경기도 평택시 팽성읍 객사리 144-5 서은빌딩 ,2023-06-20,영업,,N,33.0,,키즈카페,36.9643606434,127.058088529,,팽성읍,객사리,144-5 서은빌딩,경기도
평택시,리틀치프 평택점,450-827,"경기도 평택시 평택로 51, AK플라자 10층 (평택동)",경기도 평택시 평택동 185-579 평택민자역사 ,2018-01-11,영업,,Y,148.0,,키즈카페,36.9919006082,127.0832927297,,평택동,,185-579 평택민자역사,경기도
평택시,큐리키즈카페,18017,"경기도 평택시 함박산2길 47, 하임스퀘어 5층 503호 (고덕동)",경기도 평택시 고덕동 2566-1 하임스퀘어 5층 503호 ,2023-06-22,영업,,N,36.32,,키즈카페,37.0429652095,127.0389887692,,고덕동,,2566-1 하임스퀘어 5층 503호,경기도
평택시,슬잼,450-150,"경기도 평택시 비전9길 32, 1층 (비전동)",경기도 평택시 비전동 1043-4 ,2018-10-10,폐업,2023-05-23,N,11.76,,키즈카페,37.0029451667,127.110409167,,비전동,,1043-4,경기도
평택시,노리파크,451822,"경기도 평택시 포승읍 여술1길 70, 3층",경기도 평택시 포승읍 도곡리 1121-3번지,20180427,영업,,N,85.2,,키즈카페,36.9885657311,126.8439819868,,포승읍,도곡리,1121-3번지,경기도
평택시,리틀비틀,17805,"경기도 평택시 청북읍 청북남로 260, 한샘쇼핑센터 2층 216,217,218호",경기도 평택시 청북읍 옥길리 1157-2번지,20180503,영업,,N,31.68,,키즈카페,37.0196774573,126.9153579001,,청북읍,옥길리,1157-2번지,경기도
평택시,팡팡키즈카페,451881,"경기도 평택시 안중읍 송담1로 98, 2층",경기도 평택시 안중읍 송담리 646,20190214,영업,,N,66.0,,키즈카페,36.978432598,126.9311450824,,안중읍,송담리,646,경기도
평택시,완두콩키즈카페,451885,"경기도 평택시 안중읍 안현로서8길 57, 붐붐프라자 216호",경기도 평택시 안중읍 현화리 831번지,20150521,폐업,20200421,N,95.53,,키즈카페,36.9789601868,126.9190964584,,안중읍,현화리,831번지,경기도
평택시,점핑고평택점,450150,"경기도 평택시 비전5로 20-24, 로데오1103더테라스1동 404호 (비전동)",경기도 평택시 비전동 1103-1번지,20190327,폐업,20190418,N,47.06,,키즈카페,36.9988829632,127.1141723936,,비전동,,1103-1번지,경기도
평택시,노랑버스키즈방방,17808,"경기도 평택시 청북읍 안청로 328, 2층 201호",경기도 평택시 청북읍 옥길리 1162-2번지 201호,20151221,폐업,20170725,Y,198.0,,키즈카페,37.0171925457,126.9159727298,,청북읍,옥길리,1162-2번지 201호,경기도
포천시,본초맘죽,487805,경기도 포천시 호병로1길 3 (신읍동),경기도 포천시 신읍동 114-8,20130426,영업,,N,52.01,,키즈카페,37.8953792309,127.1951958233,,신읍동,,114-8,경기도
포천시,키즈필키즈카페,487823,"경기도 포천시 소흘읍 송우로 75, 9층",경기도 포천시 소흘읍 송우리 729-3번지 9층,20150508,영업,,Y,316.22,,키즈카페,37.8297904095,127.1406250718,,소흘읍,송우리,729-3번지 9층,경기도
포천시,노리파크포천일동점,487851,"경기도 포천시 일동면 화동로 935, 해밀아브뉴 다동 1층",경기도 포천시 일동면 기산리 327-5번지,20181211,영업,,N,138.75,,키즈카페,37.947512396,127.3124856043,,일동면,기산리,327-5번지,경기도
포천시,점프노리,487823,"경기도 포천시 소흘읍 송우로 79, 삼화프라자 4층 401호, 402호",경기도 포천시 소흘읍 송우리 729-2 삼화프라자,20191107,폐업,20210513,Y,127.2,,키즈카페,37.8299244941,127.1402607857,,소흘읍,송우리,729-2 삼화프라자,경기도
포천시,꼬꼬마,487892,"경기도 포천시 영북면 영북로 168, 2층",경기도 포천시 영북면 운천리 340-3번지 2층,20141007,폐업,20191126,N,86.0,,키즈카페,38.0892552378,127.2751533479,,영북면,운천리,340-3번지 2층,경기도
포천시,점프노리,487823,"경기도 포천시 소흘읍 송우로 79, 4층 401,402호 (삼화프라자)","경기도 포천시 소흘읍 송우리 729-2번지 4층 삼화프라자 401,402호",20131121,폐업,20190724,Y,127.2,,키즈카페,37.8299244941,127.1402607857,,소흘읍,송우리,"729-2번지 4층 삼화프라자 401,402호",경기도
하남시,오즈빌리지 키즈파크 미사,465-150,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 2층 2056-1호 일부, 2057호 일부, 2058호 일부호 (망월동)",경기도 하남시 망월동 1125 미사역 파라곤 스퀘어 ,2025-01-24,영업,,Y,220.0,,키즈카페,37.5641109151,127.1939802632,,망월동,,1125 미사역 파라곤 스퀘어,경기도
하남시,뽀뽀뽀 지니아이,465-150,"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) B1096호 (망월동)",경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL) ,2022-02-14,폐업,2023-12-01,Y,148.3,,키즈카페,37.5637265182,127.1917398667,,망월동,,1100 힐스테이트 미사역 그랑파사쥬(12-1BL),경기도
하남시,봉봉키즈 하남미사,465150,"경기도 하남시 미사강변대로226번길 9, 송하빌딩 404호 일부, 405호의 일부호 (망월동)",경기도 하남시 망월동 962-1 송하빌딩,20190611,영업,,N,96.77,,키즈카페,37.5699983838,127.1843307566,,망월동,,962-1 송하빌딩,경기도
하남시,째깍섬 키즈클래스 하남,465150,"경기도 하남시 미사강변한강로 135, 나동 2층 252의 일부호 (망월동)",경기도 하남시 망월동 834,20220413,영업,,N,44.29,,키즈카페,37.5765798448,127.1917548386,,망월동,,834,경기도
하남시,레인보우 스타,465831,"경기도 하남시 덕풍서로 70, 하남풍산지구 이마트 1층 일부호 (덕풍동)",경기도 하남시 덕풍동 736 하남풍산지구 이마트,20220930,영업,,Y,405.44,,키즈카페,37.5527737515,127.2053480453,,덕풍동,,736 하남풍산지구 이마트,경기도
하남시,해솔네트웍스,465150,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 12층 1214~1218호 (망월동)",경기도 하남시 망월동 1117 미사강변 노블레스,20171116,영업,,Y,190.08,,키즈카페,37.5615485699,127.1930169878,,망월동,,1117 미사강변 노블레스,경기도
하남시,키다모 위례점,465240,"경기도 하남시 위례대로 200, 스타필드시티 위례점 2층 2111호 (학암동)",경기도 하남시 학암동 660 스타필드시티 위례점,20181213,폐업,20191013,Y,141.11,,키즈카페,37.4801127045,127.1484593147,,학암동,,660 스타필드시티 위례점,경기도
하남시,키즈필 키즈카페,465150,"경기도 하남시 미사강변대로 228, 7층 701호 (망월동, 메디프라자)",경기도 하남시 망월동 962-701 메디프라자,20161018,폐업,20221228,N,93.07,,키즈카페,37.5698893442,127.1840028206,,망월동,,962-701 메디프라자,경기도
하남시,리틀비틀,465150,"경기도 하남시 미사강변대로226번길 9, 4층 404,405호 (망월동, 송하빌딩)","경기도 하남시 망월동 962-1 4층 404,405호 송하빌딩",20170628,폐업,20220603,N,73.34,,키즈카페,37.5699983838,127.1843307566,,망월동,,"962-1 4층 404,405호 송하빌딩",경기도
하남시,릴리펏,465150,"경기도 하남시 미사강변대로 216, 3층 301, 302호 (망월동, 한강트윈프라자2)",경기도 하남시 망월동 968번지 한강트윈프라자2,20161214,폐업,20200413,Y,201.64,,키즈카페,37.5689713681,127.1845275967,,망월동,,968번지 한강트윈프라자2,경기도
화성시,오감그리다 안산새솔점,18244,"경기도 화성시 수노을중앙로 150, 더드림 604호 일부 (새솔동)",경기도 화성시 새솔동 76-11 더드림 604호 일부 ,2023-02-23,영업,,N,32.45,,키즈카페,37.2837611308,126.8189681457,,새솔동,,76-11 더드림 604호 일부,경기도
화성시,랄라키즈,18497,"경기도 화성시 동탄대로5길 15, 더샵 동탄센텀폴리스 1단지 그랑파사쥬 2층 2051호, 2052호의 일부호 (송동)",경기도 화성시 송동 725-4 더샵 동탄센텀폴리스 1단지 ,2023-10-12,영업,,Y,56.71,,키즈카페,37.1661035864,127.105146726,,송동,,725-4 더샵 동탄센텀폴리스 1단지,경기도
화성시,"오감, 그리다 동탄점",18490,"경기도 화성시 동탄신리천로 414, 5층 502호, 503호의 일부호 (목동)","경기도 화성시 목동 0 5층 502호, 503호의 일부호 ",2022-03-28,영업,,N,57.02,,키즈카페,37.1820205542,127.1239454012,,목동,,"0 5층 502호, 503호의 일부호",경기도
화성시,큐리키즈카페,18498,"경기도 화성시 동탄순환대로 22, 에프엠타워 2층 201호~204호의 일부호 (장지동)",경기도 화성시 장지동 912-8 에프엠타워 2층 201호~204호의 일부 ,2023-02-17,영업,,N,63.99,,키즈카페,37.1644863044,127.0960094119,,장지동,,912-8 에프엠타워 2층 201호~204호의 일부,경기도
화성시,세서미스트리트런앤플레이,445-150,"경기도 화성시 동탄역로 160, 동탄역 롯데캐슬 판매시설 지하2층 일부호 (오산동)",경기도 화성시 오산동 967-157 동탄역 롯데캐슬 판매시설 지하2층 일부호,2021-08-19,영업,,N,32.7,,키즈카페,37.200675377,127.0979238519,,오산동,,967-157 동탄역 롯데캐슬 판매시설 지하2층 일부호,경기도
화성시,핑크코끼리 동탄점,445-130,"경기도 화성시 동탄순환대로 692, ACEPLAZA 5층 503호 (영천동)",경기도 화성시 영천동 681-6 ACEPLAZA 503호,2019-08-23,폐업,2024-01-15,Y,142.53,,키즈카페,37.2067778484,127.1114148725,,영천동,,681-6 ACEPLAZA 503호,경기도
화성시,"오감,그리다",18244,"경기도 화성시 수노을중앙로 150, 더드림Ⅰ 6층 604호 (새솔동)",경기도 화성시 새솔동 76-11 ,2021-06-22,폐업,2023-02-23,N,32.45,,키즈카페,37.2837611308,126.8189681457,,새솔동,,76-11,경기도
화성시,프릴리 키즈카페,445150,"경기도 화성시 동탄신리천로 268, 베라프라자 5층 501호, 502호의 일부호 (오산동)","경기도 화성시 오산동 1040-1 5층 501호, 502호의 일부호",20211220,영업,,N,92.4,,키즈카페,37.1836267449,127.1077819106,,오산동,,"1040-1 5층 501호, 502호의 일부호",경기도
화성시,큐리키즈카페,18244,"경기도 화성시 꽃내음1길 19-26, 채울프라자 6층 일부 (새솔동)",경기도 화성시 새솔동 0,20190620,영업,,N,75.0,,키즈카페,37.2830285168,126.8185347998,,새솔동,,0,경기도
화성시,샤를롯데키즈카페,445851,"경기도 화성시 남양읍 시청로 64, 일영프라자 1동 4층 401호 일부호",경기도 화성시 남양읍 남양리 2294-8 일영프라자 1동 4층 401호 일부호,20211115,영업,,N,26.4,,키즈카페,37.203996528,126.8219843935,,남양읍,남양리,2294-8 일영프라자 1동 4층 401호 일부호,경기도
화성시,드로잉월,445390,"경기도 화성시 경기대로 1078-28, 1층 (진안동)",경기도 화성시 진안동 481-9,20140129,영업,,N,29.8,,키즈카페,37.2114263886,127.0332661913,,진안동,,481-9,경기도
화성시,키즈고점핑클럽,445938,"경기도 화성시 향남읍 상신하길로298번길 7-27, 향남 시티프라자 1동 7층 701호 일부호",경기도 화성시 향남읍 하길리 1470-5 향남 시티프라자 1동 7층 701호 일부호,20211126,영업,,N,11.79,,키즈카페,37.1146380407,126.9127263735,,향남읍,하길리,1470-5 향남 시티프라자 1동 7층 701호 일부호,경기도
화성시,리틀봉봉키즈카페,445851,"경기도 화성시 남양읍 역골동로 122, 3층 일부",경기도 화성시 남양읍 남양리 2230-6,20200309,영업,,Y,6.6,,키즈카페,37.2107365613,126.8310752849,,남양읍,남양리,2230-6,경기도
화성시,릴리펏동탄반송점,445160,"경기도 화성시 노작로1길 22, 1층 (반송동)",경기도 화성시 반송동 124-7 1층,20150528,폐업,20200401,N,171.9,,키즈카페,37.1961530556,127.0805163801,,반송동,,124-7 1층,경기도
화성시,슈슈봉봉 동탄점,445130,"경기도 화성시 동탄순환대로29길 60, 301일부호 (영천동, 강산프라자)",경기도 화성시 영천동 675-4 301일부호,20160726,폐업,20200423,Y,138.95,,키즈카페,37.2045246689,127.1087781716,,영천동,,675-4 301일부호,경기도
화성시,베베살롱,445150,"경기도 화성시 동탄대로 469-12, 판매시설동 2층 2006,2007호 (오산동, 동탄역 린스트라우스)","경기도 화성시 오산동 산 88-13 동탄역 린스트라우스 2층 2006, 2007호 판매시설동",20190604,폐업,20220120,Y,120.6,,키즈카페,37.1965518481,127.0967175125,,오산동,,"산 88-13 동탄역 린스트라우스 2층 2006, 2007호 판매시설동",경기도
화성시,베베가든,445160,"경기도 화성시 동탄지성로 94, 하나로오피스텔 2층 203~205호 (반송동)",경기도 화성시 반송동 42-5 하나로오피스텔 2층 203~205,20181002,폐업,20220805,Y,192.77,,키즈카페,37.2076880164,127.0646863447,,반송동,,42-5 하나로오피스텔 2층 203~205,경기도
화성시,디아망,445160,"경기도 화성시 동탄중심상가1길 33, 동탄미래도프라자 8층 801,802호의 일부호 (반송동)",경기도 화성시 반송동 104-3 동탄미래도프라자,20190917,폐업,20200929,N,70.0,,키즈카페,37.2011071785,127.0719473363,,반송동,,104-3 동탄미래도프라자,경기도
화성시,윙키즈,445150,"경기도 화성시 동탄대로 537, 라스플로레스 5층 507호 (오산동)",경기도 화성시 오산동 967-150 라스플로레스 507호,20180802,폐업,20220726,Y,121.0,,키즈카페,37.2022258061,127.0979268967,,오산동,,967-150 라스플로레스 507호,경기도
